code,recommend_org,jcc_1,jcc_2,jcc_3,how_important,colleagues_imp,management_imp,reports_imp,age_diff_imp,goddard,anxiety_attachment,avoidance_attachment,orgid_behavioral,orgid_affective,orgid_cognitive,orgid_total,org_group_membership_Jansen,org_group_affection_Jansen,org_room_for_authenticity_Jansen,org_value_in_authenticity_Jansen,jansen_bel_o,jansen_au_o,team_group_affection_Jansen,team_group_membership_Jansen,team_room_for_authenticity_Jansen,team_value_in_authenticity_Jansen,jansen_bel_t,jansen_au_t,work_group_cohesivenss_Riordan,work_group_communication_Riordan,work_group_identification_Riordan,work_group_identification_total_Riordan,wrz_job,wrz_career,wrz_calling,team_in_self,org_in_self,self_distance_most_belong,self_distance_least_belong,autonomy_sat,competence_sat,relatedness_sat,psych_needs_tot,proficiency_ind,adaptivity_ind,proactivity_ind,proficiency_team,adaptivity_team,proactivity_team,job_perf_tot,workerid,n_refs,n_antirefs,workerid..55,employ_sitch,employ_sitch_other,months_since_emp,self_employed,self_employed_other,hrs_worked,full_time_position,tenure,income_personal_lt,income_household_lt,code..66,shs_1,shs_2,shs_3,shs_4,shs_sum,big5_e,big5_n,big5_c,big5_a,big5_o,wss,jss_total,jss_pay,jss_promotion,jss_supervision,jss_benefits,jss_contingent,jss_ops,jss_coworkers,jss_nature,jss_comms,cmws_total,cmws_inspiring,cmws_unity,cmws_serving,cmws_fullpo,cmws_become,cmws_reality,cmws_balancing,naq_work,naq_personal,naq_physical,naq_total,mspss_total,mspss_friends,mspss_coworker,mspss_so,mspss_family,uwes_vigor,uwes_ded,uwes_absorp,uwes_tot,wss_1,wss_2,wss_3,engagement_1,engagement_2,engagement_3,engagement_4,engagement_5,engagement_6,engagement_7,engagement_8,engagement_9,phq4_1,phq4_2,phq4_3,phq4_4,workerid..145,how_meaningful,sacrifice,id,religious,spiritual,atheist,agnostic,religious_affil,which_religion,have_kids,num_kids,raise_kids,youngest_child,oldest_child,child_age,lifesat_1,lifesat_2,lifesat_3,lifesat_4,lifesat_5,oms_1,oms_2,oms_3,oms_4,oms_5,oms_6,oms_7,socdes_sum,uls8_sum,lifesat_sum,workerid..196,hitid,time_demo1,time_work1,code..200,time_work2,time_work_habit,time_work_remote,time_demo2,income_household_lt..205,birth_country,living_sitch,sexuality,height,weight,remote_productive,remote_happy,remote_engaged,remote_creative,remote_energized,remote_days,remote_hrs,self_care_work__workout,self_care_work__meditate,self_care_work__nap,self_care_work__handiwork,self_care_work__journal,self_care_work__yoga,self_care_work__dance,self_care_work__read,self_care_work__draw,self_care_work__pray,self_care_work__walk,self_care_all__workout,self_care_all__meditate,self_care_all__nap,self_care_all__handiwork,self_care_all__journal,self_care_all__yoga,self_care_all__dance,self_care_all__read,self_care_all__draw,self_care_all__pray,self_care_all__walk,travel_days,vacation_leave,sick_leave,parent_leave,other_leave,what_other_leave,can_remote_work,do_remote_work,last_promotion,last_raise,last_evaluation,compared_to_same_profession__good_at_job,compared_to_same_profession__career_progress,compared_to_same_profession__job_satisfaction,compared_to_same_career__good_at_job,compared_to_same_career__career_progress,compared_to_same_career__job_satisfaction,travel_required,pay_type_annual,pay_type_hourly,pay_type_commission,pay_type_lump,pay_type_equity,pay_type_other,exact_salary,n_job_switch_5yr,itl,job_req_contact,job_req_lead,job_req_deal_with,job_req_email,job_req_responsible,job_req_teammwork,start_day,end_day,start_date,end_date,ip_address,duration,responseid,latitude,longitude,sex,age,political,race,race_other,edu,employ_sitch..288,employ_sitch_other..289,months_since_emp..290,self_employed..291,self_employed_other..292,days_worked,hrs_worked..294,full_time_position..295,tenure..296,org_size_lt,work_cat,on_team,team_size,lead_or_ic,direct_reps,sector,num_switch,last_raise_mo,last_promo_mo,edu_str,mgr_ic,income_bracket,engagement_avg,edu_numeric,edu_bunch,edu_bunch2,age_range,goddard4,jansen_t4,raise_3mo,promo_3mo,raise_6mo,promo_6mo,raise_12mo,promo_12mo
CO,9,2.0,4.0,3.0,9.3,9.0,8.8,9.9,1.0,25,19,93,16,18,4,38,19,20,18,17,39,35,20,20,18,17,40,35,46,24,27,97,2,4,3,6,5,5,3,14,14,13,41,13,13,12,14,13,12,77,A1YSYI926BBOHW,6,0,A1YSYI926BBOHW,1.0,NaN,NaN,1.0,NaN,40.0,1.0,156,6.0,NA,CO,5.0,4.0,5.0,5.0,26,14,10,22,17,18,19,NA,NA,NA,NA,NA,NA,NA,191,NA,23,124,17,29,15,18,14,14,17,8,13,4,25,163,26,84,28,25,25,15,16,50,7.0,6.0,6.0,4,6,7,6,7,5,6,6,7,2.0,1.0,1.0,2.0,A1YSYI926BBOHW,21,15,5834,NA,NA,NA,NA,0.0,NaN,1.0,1.0,1.0,NaN,NaN,2.0,2.0,6.0,7.0,6.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,NA,13,NA,A1YSYI926BBOHW,3R4QIDVOJPTLNTV87ML0I0Z0JH6EE7,28,33,CO,316.0,35.0,34.0,41.0,6.0,1.0,3.0,Straight,69.0,155.0,-8.0,-10.0,5.0,-4.0,-7.0,4.0,32,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,10.0,2.0,5.0,3.0,"bereavement, a family member died",1.0,Yes,5.0,5.0,NA,9.0,11.0,11.0,9.0,10.0,11.0,1.0,1.0,NaN,NaN,NaN,1.0,NaN,135000,NA,1,30.0,90.0,4.0,100.0,46.0,89.0,9.0,1.0,6/6/18 14:37,6/6/18 14:47,24.130.232.222,577,R_1F8toL4uqbVdaPH,37.33479309,-121.77809909999999,m,35,Liberal,Prefer not to say,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,42.0,5000,Software Engineering,1.0,14.0,3.0,12.0,profit,0,25,25,Bachelors,Both manager and IC,NA,6,5,Undergrad,Undergrad,35-44,3,4,0,0,0,0,0,0
CO,1,3.0,1.0,1.0,5.3,2.0,2.8,1.8,4.0,19,72,67,10,9,5,24,14,15,13,14,29,27,15,13,13,14,29,26,30,19,23,72,3,1,1,2,3,4,2,9,9,9,27,9,11,7,10,8,10,55,A2APPZDU0VS9LN,0,0,A2APPZDU0VS9LN,1.0,NaN,NaN,1.0,NaN,45.0,1.0,150,4.0,NA,CO,5.0,4.0,5.0,5.0,26,13,11,16,11,14,17,NA,NA,NA,NA,NA,NA,NA,139,NA,14,104,15,21,15,13,15,11,14,7,12,3,22,131,21,66,23,21,14,13,9,36,6.0,6.0,5.0,4,4,5,5,6,5,3,4,5,1.0,1.0,1.0,1.0,A2APPZDU0VS9LN,25,0,5750,NA,NA,NA,NA,0.0,NaN,1.0,4.0,1.0,9.0,19.0,NaN,5.0,6.0,6.0,6.0,6.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,NA,15,NA,A2APPZDU0VS9LN,3DZKABX2ZIMNS6XG6L4FSGNJYYWVCX,73,67,CO,212.0,41.0,5.0,146.0,4.0,1.0,3.0,Straight,69.0,170.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.0,2.0,3.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,20.0,0.0,0.0,0.0,NaN,0.0,"NA",5.0,3.0,NA,10.0,10.0,9.0,9.0,9.0,8.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,51050,NA,1,99.0,81.0,6.0,100.0,48.0,78.0,16.0,34.0,6/6/18 6:47,6/6/18 7:00,69.14.241.18,759,R_PzZreAjaTq8xIfn,40.08529663,-82.97519684,f,38,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,139.0,20000,Sales and Related,1.0,7.0,1.0,7.0,profit,0,12,25,Bachelors,Manager/team lead/exec,NA,4.555555555555555,5,Undergrad,Undergrad,35-44,1,1,0,0,0,0,1,0
CO,6,2.0,4.0,1.0,7.9,7.8,3.6,5.7,4.0,23,39,55,8,13,4,25,15,15,14,12,30,26,15,19,14,12,35,32,37,20,23,80,2,4,1,4,3,4,4,12,11,12,35,12,12,11,13,12,12,72,A27NBGO9FXJS8Q,3,0,A27NBGO9FXJS8Q,1.0,NaN,NaN,1.0,NaN,35.0,1.0,24,4.0,NA,CO,6.0,4.0,4.0,5.0,26,18,7,16,18,18,11,NA,NA,NA,NA,NA,NA,NA,142,NA,17,114,17,23,15,16,15,11,17,21,25,3,49,144,25,71,24,24,13,18,15,46,6.0,3.0,2.0,1,5,6,7,7,7,6,6,6,1.0,1.0,1.0,1.0,A27NBGO9FXJS8Q,72,74,6181,NA,NA,NA,NA,1.0,7.0,1.0,3.0,1.0,3.0,9.0,NaN,5.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,NA,16,NA,A27NBGO9FXJS8Q,3IWA71V4TIXQGETAW9SUU1SUIT3X6W,23,54,CO,354.0,53.0,10.0,73.0,5.0,1.0,3.0,Straight,176.0,75.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,8.0,8.0,8.0,3.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,8.0,8.0,NaN,30.0,3.0,0.0,0.0,NaN,1.0,No,5.0,3.0,NA,9.0,9.0,10.0,8.0,9.0,9.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,2,89.0,99.0,24.0,98.0,64.0,88.0,19.0,35.0,6/7/18 17:21,6/7/18 17:39,137.97.110.36,1099,R_OrrzYDFijxG4X1n,9.266693115,76.78329468,m,31,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,42.0,1.0,36.0,250,Information Technology,1.0,7.0,1.0,4.0,profit,0,12,25,Bachelors,Manager/team lead/exec,NA,5.666666666666667,5,Undergrad,Undergrad,25-34,3,3,0,0,0,0,1,0
CO,2,4.0,2.0,1.0,6,7.1,3.0,6.4,4.0,23,83,46,9,9,5,23,13,11,16,12,24,28,11,16,16,12,34,33,43,20,27,90,4,2,1,6,5,5,3,9,13,14,36,13,12,6,15,11,6,63,A1S6C6EN8MPKC3,0,1,A1S6C6EN8MPKC3,1.0,NaN,NaN,1.0,NaN,45.0,1.0,74,3.0,NA,CO,5.0,4.0,5.0,5.0,26,16,15,23,22,18,16,NA,NA,NA,NA,NA,NA,NA,136,NA,7,115,13,28,18,15,14,13,14,14,18,5,37,160,25,80,28,27,16,14,16,46,5.0,6.0,5.0,6,7,2,4,7,6,7,6,6,1.0,2.0,1.0,1.0,A1S6C6EN8MPKC3,71,9,6146,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,NA,14,NA,A1S6C6EN8MPKC3,324N5FAHSXS5B494YYLDGZ0R3DFKVL,28,44,CO,791.0,61.0,6.0,46.0,3.0,1.0,2.0,Straight,72.0,170.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,6.0,1.0,8.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,NaN,3.0,0.0,0.0,0.0,NaN,0.0,"NA",5.0,5.0,NA,9.0,6.0,5.0,9.0,6.0,5.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,2,90.0,100.0,40.0,80.0,70.0,100.0,18.0,10.0,6/7/18 16:09,6/7/18 16:28,71.229.155.164,1137,R_2RUGCEFzdPKntGf,39.73880005,-104.40830229999999,m,51,Liberal,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,74.0,20,Construction and Extraction,1.0,9.0,3.0,9.0,profit,0,25,25,Some college,Both manager and IC,NA,5.666666666666667,3,No undergrad,No undergrad,45-54,3,2,0,0,0,0,0,0
CO,7,3.0,4.0,1.0,3.1,7.4,2.0,8.0,3.0,19,90,67,11,14,3,28,13,14,13,14,27,27,14,14,13,14,27,27,45,26,31,102,3,4,1,6,3,5,3,9,11,10,30,10,10,10,13,11,12,66,AF8KFRYCCBR4I,7,2,AF8KFRYCCBR4I,1.0,NaN,NaN,1.0,NaN,40.0,1.0,24,5.0,NA,CO,5.0,6.0,3.0,3.0,24,22,15,14,14,20,14,NA,NA,NA,NA,NA,NA,NA,125,NA,16,91,15,20,11,15,7,9,14,24,41,10,75,130,18,64,27,21,12,12,10,34,4.0,5.0,5.0,4,4,3,4,5,6,4,5,4,3.0,3.0,4.0,4.0,AF8KFRYCCBR4I,28,5,9331,NA,NA,NA,NA,1.0,9.0,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,NA,15,NA,AF8KFRYCCBR4I,3Y7LTZE0YT30NKJQT9EI7SMLU5KUZA,25,44,CO,550.0,57.0,4.0,49.0,6.0,1.0,3.0,Straight,69.0,160.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,NaN,10.0,5.0,0.0,2.0,Religious Holiday,0.0,"NA",5.0,3.0,NA,11.0,3.0,2.0,11.0,6.0,2.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,3,100.0,100.0,39.0,100.0,95.0,100.0,17.0,35.0,6/19/18 10:41,6/19/18 10:56,128.48.218.25,878,R_ONgfQpOT7t4vZmN,37.81129456,-122.3007965,m,32,Centrist,Asian,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,24.0,1000000,Business and Financial Operations,1.0,6.0,3.0,2.0,gov,2,12,25,Bachelors,Both manager and IC,NA,4.333333333333333,5,Undergrad,Undergrad,25-34,1,1,0,0,0,0,1,0
CO,6,4.0,2.0,1.0,8.2,7.8,5.7,7.1,4.0,24,18,24,7,12,5,24,16,19,19,18,35,37,19,19,19,18,39,38,37,18,25,80,4,2,1,5,4,4,2,14,15,15,44,14,14,10,14,12,8,72,AV22FQTJNBUZT,1,0,AV22FQTJNBUZT,1.0,NaN,NaN,1.0,NaN,40.0,1.0,32,4.0,NA,CO,7.0,6.0,6.0,7.0,33,19,4,22,24,22,11,NA,NA,NA,NA,NA,NA,NA,133,NA,9,122,14,26,15,18,15,15,19,11,12,3,26,152,28,72,28,24,15,13,11,39,6.0,1.0,4.0,4,5,5,5,6,5,5,4,5,1.0,1.0,1.0,1.0,AV22FQTJNBUZT,49,50,7040,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,6.0,6.0,6.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,NA,14,NA,AV22FQTJNBUZT,3A9LA2FRWSV6D3DRSSJYRSHKSO5HX2,20,28,CO,137.0,51.0,3.0,29.0,4.0,1.0,1.0,Straight,66.0,150.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,NaN,15.0,2.0,0.0,0.0,NaN,0.0,"NA",6.0,6.0,NA,10.0,7.0,9.0,9.0,7.0,8.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,55000,NA,2,47.0,58.0,6.0,100.0,77.0,72.0,17.0,11.0,6/13/18 20:43,6/13/18 20:49,66.91.209.94,348,R_2rCuD2HqXlvt5Ll,21.2749939,-157.8164978,f,38,Far left,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,30.0,1000,"Education, Training, and Library",1.0,5.0,1.0,4.0,gov,1,NaN,NaN,Bachelors,Manager/team lead/exec,NA,4.888888888888889,5,Undergrad,Undergrad,35-44,3,3,0,0,0,0,0,0
CO,7,4.0,2.0,1.0,5,0.9,0.9,0.9,3.0,23,59,73,3,8,2,13,16,16,12,12,32,24,16,16,12,12,34,24,39,26,23,88,4,2,1,4,2,4,6,9,9,15,33,15,15,15,15,15,15,90,A2I4QB4NKW4D0O,0,0,A2I4QB4NKW4D0O,1.0,NaN,NaN,1.0,NaN,40.0,1.0,24,3.0,NA,CO,4.0,4.0,4.0,4.0,23,14,15,17,24,22,16,NA,NA,NA,NA,NA,NA,NA,132,NA,4,56,4,18,8,4,11,7,4,7,12,3,22,87,16,30,16,25,4,0,0,4,6.0,6.0,4.0,1,1,1,1,1,1,1,1,1,2.0,2.0,2.0,2.0,A2I4QB4NKW4D0O,10,0,7905,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,NA,18,NA,A2I4QB4NKW4D0O,3TD33TP5DLJKQD2CHQHOL93OWXXABV,17,45,CO,180.0,57.0,4.0,46.0,3.0,1.0,3.0,Straight,72.0,185.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,NaN,14.0,1.0,0.0,0.0,NaN,0.0,"NA",1.0,1.0,NA,6.0,6.0,6.0,6.0,6.0,6.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,20.0,20.0,0.0,100.0,0.0,100.0,17.0,11.0,6/18/18 14:14,6/18/18 14:22,129.79.21.144,492,R_2s4EziwG1tmjnbM,39.08360291,-86.43209839,m,28,Far left,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,24.0,10000,"Education, Training, and Library",1.0,12.0,2.0,NaN,non_profit,3,3,3,Bachelors,Individual contributor,NA,1,5,Undergrad,Undergrad,25-34,3,2,1,1,0,0,0,0
CO,4,3.0,2.0,1.0,4.5,6.1,1.9,NaN,3.0,17,65,63,8,8,3,19,8,10,12,9,18,21,10,12,12,9,26,21,21,17,17,55,3,2,1,3,2,2,2,11,10,14,35,12,10,10,13,12,8,65,A6TXWXXFY47OR,2,1,A6TXWXXFY47OR,1.0,NaN,NaN,1.0,NaN,50.0,1.0,38,3.0,NA,CO,5.0,2.0,3.0,4.0,21,11,14,20,22,19,8,NA,NA,NA,NA,NA,NA,NA,106,NA,7,70,7,19,12,12,7,6,7,28,30,3,61,118,25,45,24,24,6,6,7,19,5.0,2.0,1.0,2,2,1,3,3,3,3,3,4,4.0,3.0,2.0,2.0,A6TXWXXFY47OR,40,20,7919,NA,NA,NA,NA,0.0,NaN,1.0,1.0,1.0,NaN,NaN,14.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,NA,19,NA,A6TXWXXFY47OR,3XUSYT70ITIH4X2E3KB1RTFBQWXD0E,21,36,CO,233.0,47.0,72.0,81.0,3.0,1.0,3.0,Straight,68.0,140.0,-10.0,-10.0,-9.0,-10.0,-5.0,2.0,16,5.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,NaN,7.0,4.0,0.0,0.0,NaN,1.0,Yes,6.0,3.0,NA,9.0,7.0,4.0,9.0,7.0,4.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,35000,NA,3,36.0,20.0,66.0,100.0,42.0,43.0,21.0,39.0,6/18/18 14:14,6/18/18 14:24,75.84.158.230,600,R_bJeYiSkFAv7JyKd,34.17919922,-118.4616013,m,33,Liberal,Prefer not to say,NaN,3,1,NaN,NaN,1.0,NaN,5.0,50.0,1.0,36.0,100,"Arts, Design, Entertainment, Sports, and Media",1.0,6.0,2.0,NaN,profit,2,12,NaN,Some college,Individual contributor,NA,2.6666666666666665,3,No undergrad,No undergrad,25-34,1,1,0,0,0,0,1,0
CO,1,2.0,3.0,3.0,2.8,2.5,3.8,2.8,3.0,17,63,79,6,5,1,12,10,9,12,7,19,19,9,10,12,7,19,19,23,15,19,57,2,3,3,2,3,4,5,9,7,7,23,9,8,8,12,9,7,53,A1WKF2VH7TV0H2,3,6,A1WKF2VH7TV0H2,1.0,NaN,NaN,1.0,NaN,40.0,1.0,39,3.0,NA,CO,2.0,3.0,2.0,2.0,16,11,17,21,15,18,12,NA,NA,NA,NA,NA,NA,NA,127,NA,14,71,7,14,10,9,12,8,11,18,35,6,59,77,13,40,17,7,10,6,6,22,4.0,5.0,3.0,3,2,4,3,4,2,2,4,3,2.0,2.0,2.0,3.0,A1WKF2VH7TV0H2,17,50,8072,NA,NA,NA,NA,1.0,12.0,0.0,NaN,NaN,NaN,NaN,NaN,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,NA,19,NA,A1WKF2VH7TV0H2,3WGCNLZJKFPHBMNWZ3F15YYLVO3D1H,16,24,CO,120.0,30.0,4.0,36.0,4.0,1.0,2.0,Straight,58.0,110.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,NaN,0.0,1.0,0.0,0.0,NaN,0.0,"NA",4.0,3.0,NA,8.0,5.0,2.0,7.0,6.0,5.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,35000,NA,4,80.0,68.0,79.0,52.0,85.0,84.0,16.0,10.0,6/18/18 14:48,6/18/18 14:53,108.65.124.80,304,R_Qm5N4RCJpZ9Z4Hv,28.51429749,-81.44290161,f,22,Liberal,White,NaN,4,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,45.0,50,Sales and Related,1.0,6.0,2.0,NaN,profit,1,12,24,Associates,Individual contributor,NA,3,4,No undergrad,No undergrad,under_25,1,1,0,0,0,0,1,0
CO,3,2.0,2.0,2.0,1.8,4.9,3.8,2.8,3.0,18,72,72,9,9,4,22,11,12,10,11,23,21,12,10,10,11,20,19,23,15,20,58,2,2,2,4,3,3,6,8,9,8,25,9,10,12,11,11,10,63,A7KLTVEIASF4J,0,5,A7KLTVEIASF4J,1.0,NaN,NaN,1.0,NaN,50.0,1.0,54,3.0,NA,CO,4.0,4.0,4.0,5.0,24,14,15,13,15,13,13,NA,NA,NA,NA,NA,NA,NA,131,NA,14,84,11,19,12,12,7,10,13,20,27,8,55,105,15,58,16,16,15,9,9,33,3.0,4.0,6.0,5,4,5,3,5,4,4,4,4,1.0,1.0,1.0,1.0,A7KLTVEIASF4J,5,27,7605,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,NA,21,NA,A7KLTVEIASF4J,3A3KKYU7P3YDGH9C9K3PHEB90F4MW7,15,28,CO,305.0,22.0,3.0,29.0,5.0,1.0,1.0,Straight,72.0,160.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.0,0.0,0.0,0.0,NaN,0.0,"NA",3.0,3.0,NA,3.0,4.0,4.0,4.0,3.0,5.0,0.0,NaN,1.0,1.0,NaN,NaN,NaN,NaN,NA,2,49.0,48.0,48.0,57.0,50.0,40.0,19.0,11.0,6/18/18 13:44,6/18/18 13:52,68.63.12.89,481,R_s4Nw42jyxByFmzn,31.15029907,-85.41139984,m,27,Centrist,Other,NaN,5,1,NaN,NaN,1.0,NaN,7.0,50.0,1.0,72.0,250,Marketing and Advertising,1.0,10.0,1.0,2.0,profit,1,12,12,Bachelors,Manager/team lead/exec,NA,4.222222222222222,5,Undergrad,Undergrad,25-34,1,1,0,0,0,0,1,1
CO,7,2.0,3.0,1.0,8,9.0,7.0,7.0,1.0,25,63,65,9,9,4,22,15,14,12,13,29,25,14,18,12,13,34,34,37,18,22,77,2,3,1,5,4,4,4,10,10,10,30,11,10,7,13,10,6,57,A1NSHNH3MNFRGW,3,0,A1NSHNH3MNFRGW,1.0,NaN,NaN,1.0,NaN,40.0,1.0,24,3.0,NA,CO,4.0,4.0,3.0,3.0,21,15,13,20,17,15,14,NA,NA,NA,NA,NA,NA,NA,136,NA,12,87,9,22,11,11,11,10,13,12,15,3,30,120,21,53,21,25,11,6,8,25,6.0,4.0,4.0,3,4,3,3,3,3,4,4,3,1.0,1.0,2.0,1.0,A1NSHNH3MNFRGW,20,20,7591,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,NA,17,NA,A1NSHNH3MNFRGW,33CLA8O0MIS22B09O3P6ZPJJBZDFRQ,17,36,CO,144.0,28.0,4.0,56.0,4.0,1.0,1.0,Straight,72.0,145.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,7.0,0.0,0.0,0.0,NaN,0.0,"NA",6.0,6.0,NA,10.0,8.0,8.0,10.0,8.0,8.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,2,70.0,61.0,30.0,0.0,60.0,80.0,14.0,6.0,6/18/18 13:44,6/18/18 13:51,66.188.226.112,417,R_2f1dnM5dWPZaluM,44.88760376,-89.51999664,m,24,Liberal,White,NaN,4,1,NaN,NaN,1.0,NaN,5.0,40.0,0.0,NaN,NaN,Production,1.0,4.0,2.0,NaN,profit,2,NaN,NaN,Associates,Individual contributor,NA,3.3333333333333335,4,No undergrad,No undergrad,under_25,3,2,0,0,0,0,0,0
